official_name,short_name,ISO3,indicator_name,score
Federal Republic of Germany,Germany,DEU,C.CAPABILITIES.ONLINESERV,0.7353
Republic of Ghana,Ghana,GHA,C.CAPABILITIES.ONLINESERV,0.6353
Hellenic Republic,Greece,GRC,C.CAPABILITIES.ONLINESERV,0.7059
Republic of Guatemala,Guatemala,GTM,C.CAPABILITIES.ONLINESERV,0.5118
Co-operative Republic of Guyana,Guyana,GUY,C.CAPABILITIES.ONLINESERV,0.4647
Republic of Haiti,Haiti,HTI,C.CAPABILITIES.ONLINESERV,0.1882
Republic of Honduras,Honduras,HND,C.CAPABILITIES.ONLINESERV,0.4647
Republic of India,India,IND,C.CAPABILITIES.ONLINESERV,0.8529
Republic of Indonesia,Indonesia,IDN,C.CAPABILITIES.ONLINESERV,0.6824
Ireland,Ireland,IRL,C.CAPABILITIES.ONLINESERV,0.7706
State of Israel,Israel,ISR,C.CAPABILITIES.ONLINESERV,0.7471
Italian Republic,Italy,ITA,C.CAPABILITIES.ONLINESERV,0.8294
Jamaica,Jamaica,JAM,C.CAPABILITIES.ONLINESERV,0.3882
Hashemite Kingdom of Jordan,Jordan,JOR,C.CAPABILITIES.ONLINESERV,0.3588
Republic of Kazakhstan,Kazakhstan,KAZ,C.CAPABILITIES.ONLINESERV,0.9235
Republic of Kenya,Kenya,KEN,C.CAPABILITIES.ONLINESERV,0.6765
Republic of Kosovo,Kosovo,XKX,C.CAPABILITIES.ONLINESERV,0.7067285714285713
Kyrgyz Republic,Kyrgyz Republic,KGZ,C.CAPABILITIES.ONLINESERV,0.6471
Republic of Latvia,Latvia,LVA,C.CAPABILITIES.ONLINESERV,0.5824
Republic of Liberia,Liberia,LBR,C.CAPABILITIES.ONLINESERV,0.2471
Republic of Lithuania,Lithuania,LTU,C.CAPABILITIES.ONLINESERV,0.8529
Republic of Malawi,Malawi,MWI,C.CAPABILITIES.ONLINESERV,0.4235
Malaysia,Malaysia,MYS,C.CAPABILITIES.ONLINESERV,0.8529
Republic of Malta,Malta,MLT,C.CAPABILITIES.ONLINESERV,0.8118
United Mexican States,Mexico,MEX,C.CAPABILITIES.ONLINESERV,0.8235
Mongolia,Mongolia,MNG,C.CAPABILITIES.ONLINESERV,0.5294
Montenegro,Montenegro,MNE,C.CAPABILITIES.ONLINESERV,0.5412
Kingdom of Morocco,Morocco,MAR,C.CAPABILITIES.ONLINESERV,0.5235
Republic of Mozambique,Mozambique,MOZ,C.CAPABILITIES.ONLINESERV,0.5176
Republic of Namibia,Namibia,NAM,C.CAPABILITIES.ONLINESERV,0.5235
Federal Democratic Republic of Nepal,Nepal,NPL,C.CAPABILITIES.ONLINESERV,0.4
Kingdom of the Netherlands,Netherlands,NLD,C.CAPABILITIES.ONLINESERV,0.9059
New Caledonia,New Caledonia,NCL,C.CAPABILITIES.ONLINESERV,0.34705
New Zealand,New Zealand,NZL,C.CAPABILITIES.ONLINESERV,0.9294
Federal Republic of Nigeria,Nigeria,NGA,C.CAPABILITIES.ONLINESERV,0.5176
Sultanate of Oman,Oman,OMN,C.CAPABILITIES.ONLINESERV,0.8529
Republic of Panama,Panama,PAN,C.CAPABILITIES.ONLINESERV,0.6235
Republic of Paraguay,Paraguay,PRY,C.CAPABILITIES.ONLINESERV,0.7059
Republic of Peru,Peru,PER,C.CAPABILITIES.ONLINESERV,0.7529
Republic of the Philippines,Philippines,PHL,C.CAPABILITIES.ONLINESERV,0.7294
Portuguese Republic,Portugal,PRT,C.CAPABILITIES.ONLINESERV,0.8353
State of Qatar,Qatar,QAT,C.CAPABILITIES.ONLINESERV,0.6588
Republic of Korea,South Korea,KOR,C.CAPABILITIES.ONLINESERV,1.0
Republic of Moldova,Moldova,MDA,C.CAPABILITIES.ONLINESERV,0.7529
Romania,Romania,ROU,C.CAPABILITIES.ONLINESERV,0.7235
Russian Federation,Russia,RUS,C.CAPABILITIES.ONLINESERV,0.8176
Republic of Rwanda,Rwanda,RWA,C.CAPABILITIES.ONLINESERV,0.6176
Saint Lucia,St. Lucia,LCA,C.CAPABILITIES.ONLINESERV,0.3824
Kingdom of Saudi Arabia,Saudi Arabia,SAU,C.CAPABILITIES.ONLINESERV,0.6882
Republic of Senegal,Senegal,SEN,C.CAPABILITIES.ONLINESERV,0.4941
Republic of Serbia,Serbia,SRB,C.CAPABILITIES.ONLINESERV,0.7941
Republic of Seychelles,Seychelles,SYC,C.CAPABILITIES.ONLINESERV,0.6176
Republic of Sierra Leone,Sierra Leone,SLE,C.CAPABILITIES.ONLINESERV,0.3059
Republic of South Africa,South Africa,ZAF,C.CAPABILITIES.ONLINESERV,0.7471
Kingdom of Spain,Spain,ESP,C.CAPABILITIES.ONLINESERV,0.8882
Democratic Socialist Republic of Sri Lanka,Sri Lanka,LKA,C.CAPABILITIES.ONLINESERV,0.7176
State of Palestine,Palestine,PSE,C.CAPABILITIES.ONLINESERV,0.6574294117647058
Kingdom of Sweden,Sweden,SWE,C.CAPABILITIES.ONLINESERV,0.9
Republic of China,Taiwan,TWN,C.CAPABILITIES.ONLINESERV,0.67176
Republic of Tajikistan,Tajikistan,TJK,C.CAPABILITIES.ONLINESERV,0.3176
Kingdom of Thailand,Thailand,THA,C.CAPABILITIES.ONLINESERV,0.7941
Togolese Republic,Togo,TGO,C.CAPABILITIES.ONLINESERV,0.5
Republic of Trinidad and Tobago,Trinidad and Tobago,TTO,C.CAPABILITIES.ONLINESERV,0.6118
Republic of Tunisia,Tunisia,TUN,C.CAPABILITIES.ONLINESERV,0.6235
Turkmenistan,Turkmenistan,TKM,C.CAPABILITIES.ONLINESERV,0.1765
Republic of Uganda,Uganda,UGA,C.CAPABILITIES.ONLINESERV,0.5824
Ukraine,Ukraine,UKR,C.CAPABILITIES.ONLINESERV,0.6824
United Arab Emirates,United Arab Emirates,ARE,C.CAPABILITIES.ONLINESERV,0.9
United Kingdom of Great Britain and Northern Ireland,United Kingdom,GBR,C.CAPABILITIES.ONLINESERV,0.9588
United States of America,United States,USA,C.CAPABILITIES.ONLINESERV,0.9471
Oriental Republic of Uruguay,Uruguay,URY,C.CAPABILITIES.ONLINESERV,0.8412
Republic of Uzbekistan,Uzbekistan,UZB,C.CAPABILITIES.ONLINESERV,0.7824
Socialist Republic of Vietnam,Vietnam,VNM,C.CAPABILITIES.ONLINESERV,0.6529
