official_name,short_name,ISO3,indicator_name,score
Hashemite Kingdom of Jordan,Jordan,JOR,knowledge_intensive_employment,0.0
Republic of Kazakhstan,Kazakhstan,KAZ,knowledge_intensive_employment,0.569
Republic of Kenya,Kenya,KEN,knowledge_intensive_employment,0.0
Republic of Kosovo,Kosovo,XKX,knowledge_intensive_employment,
Kyrgyz Republic,Kyrgyz Republic,KGZ,knowledge_intensive_employment,0.285
Republic of Latvia,Latvia,LVA,knowledge_intensive_employment,0.687
Republic of Liberia,Liberia,LBR,knowledge_intensive_employment,
Republic of Lithuania,Lithuania,LTU,knowledge_intensive_employment,0.7140000000000001
Republic of Malawi,Malawi,MWI,knowledge_intensive_employment,0.006999999999999999
Malaysia,Malaysia,MYS,knowledge_intensive_employment,0.439
Republic of Malta,Malta,MLT,knowledge_intensive_employment,0.7440000000000001
United Mexican States,Mexico,MEX,knowledge_intensive_employment,0.297
Mongolia,Mongolia,MNG,knowledge_intensive_employment,0.401
Montenegro,Montenegro,MNE,knowledge_intensive_employment,0.611
Kingdom of Morocco,Morocco,MAR,knowledge_intensive_employment,0.065
Republic of Mozambique,Mozambique,MOZ,knowledge_intensive_employment,0.009000000000000001
Republic of Namibia,Namibia,NAM,knowledge_intensive_employment,0.271
Federal Democratic Republic of Nepal,Nepal,NPL,knowledge_intensive_employment,0.192
Kingdom of the Netherlands,Netherlands,NLD,knowledge_intensive_employment,0.816
New Caledonia,New Caledonia,NCL,knowledge_intensive_employment,
New Zealand,New Zealand,NZL,knowledge_intensive_employment,0.0
Federal Republic of Nigeria,Nigeria,NGA,knowledge_intensive_employment,0.461
Republic of Macedonia,Macedonia,MKD,knowledge_intensive_employment,0.466
Sultanate of Oman,Oman,OMN,knowledge_intensive_employment,0.278
Republic of Panama,Panama,PAN,knowledge_intensive_employment,0.381
Republic of Paraguay,Paraguay,PRY,knowledge_intensive_employment,0.275
Republic of Peru,Peru,PER,knowledge_intensive_employment,0.387
Republic of the Philippines,Philippines,PHL,knowledge_intensive_employment,0.40700000000000003
Portuguese Republic,Portugal,PRT,knowledge_intensive_employment,0.598
State of Qatar,Qatar,QAT,knowledge_intensive_employment,0.272
Republic of Korea,South Korea,KOR,knowledge_intensive_employment,0.665
Republic of Moldova,Moldova,MDA,knowledge_intensive_employment,0.513
Romania,Romania,ROU,knowledge_intensive_employment,0.36700000000000005
Russian Federation,Russia,RUS,knowledge_intensive_employment,0.75
Republic of Rwanda,Rwanda,RWA,knowledge_intensive_employment,0.102
Saint Lucia,St. Lucia,LCA,knowledge_intensive_employment,
Kingdom of Saudi Arabia,Saudi Arabia,SAU,knowledge_intensive_employment,0.441
Republic of Senegal,Senegal,SEN,knowledge_intensive_employment,0.055999999999999994
Republic of Serbia,Serbia,SRB,knowledge_intensive_employment,0.462
Republic of Seychelles,Seychelles,SYC,knowledge_intensive_employment,
Republic of Sierra Leone,Sierra Leone,SLE,knowledge_intensive_employment,
Republic of South Africa,South Africa,ZAF,knowledge_intensive_employment,0.369
Kingdom of Spain,Spain,ESP,knowledge_intensive_employment,0.551
Democratic Socialist Republic of Sri Lanka,Sri Lanka,LKA,knowledge_intensive_employment,0.313
State of Palestine,Palestine,PSE,knowledge_intensive_employment,
Kingdom of Sweden,Sweden,SWE,knowledge_intensive_employment,0.922
Republic of China,Taiwan,TWN,knowledge_intensive_employment,
Republic of Tajikistan,Tajikistan,TJK,knowledge_intensive_employment,0.0
Kingdom of Thailand,Thailand,THA,knowledge_intensive_employment,0.192
Togolese Republic,Togo,TGO,knowledge_intensive_employment,0.198
Republic of Trinidad and Tobago,Trinidad and Tobago,TTO,knowledge_intensive_employment,0.488
Republic of Tunisia,Tunisia,TUN,knowledge_intensive_employment,0.324
Republic of Turkey,Turkey,TUR,knowledge_intensive_employment,0.335
Turkmenistan,Turkmenistan,TKM,knowledge_intensive_employment,
Republic of Uganda,Uganda,UGA,knowledge_intensive_employment,0.128
Ukraine,Ukraine,UKR,knowledge_intensive_employment,0.632
United Arab Emirates,United Arab Emirates,ARE,knowledge_intensive_employment,0.5379999999999999
United Kingdom of Great Britain and Northern Ireland,United Kingdom,GBR,knowledge_intensive_employment,0.8440000000000001
United States of America,United States,USA,knowledge_intensive_employment,0.8220000000000001
Oriental Republic of Uruguay,Uruguay,URY,knowledge_intensive_employment,0.344
Republic of Uzbekistan,Uzbekistan,UZB,knowledge_intensive_employment,0.0
Socialist Republic of Vietnam,Vietnam,VNM,knowledge_intensive_employment,0.187
