official_name,short_name,ISO3,indicator_name,score
Republic of Kazakhstan,Kazakhstan,KAZ,use_standars_and_statistic_methods,0.7
Republic of Kenya,Kenya,KEN,use_standars_and_statistic_methods,0.45
Republic of Kosovo,Kosovo,XKX,use_standars_and_statistic_methods,0.6
Kyrgyz Republic,Kyrgyz Republic,KGZ,use_standars_and_statistic_methods,0.85
Republic of Latvia,Latvia,LVA,use_standars_and_statistic_methods,1.0
Republic of Liberia,Liberia,LBR,use_standars_and_statistic_methods,0.45
Republic of Lithuania,Lithuania,LTU,use_standars_and_statistic_methods,1.0
Republic of Malawi,Malawi,MWI,use_standars_and_statistic_methods,0.3
Malaysia,Malaysia,MYS,use_standars_and_statistic_methods,0.5
Republic of Malta,Malta,MLT,use_standars_and_statistic_methods,0.75
United Mexican States,Mexico,MEX,use_standars_and_statistic_methods,0.75
Mongolia,Mongolia,MNG,use_standars_and_statistic_methods,0.6
Montenegro,Montenegro,MNE,use_standars_and_statistic_methods,0.55
Kingdom of Morocco,Morocco,MAR,use_standars_and_statistic_methods,0.5
Republic of Mozambique,Mozambique,MOZ,use_standars_and_statistic_methods,0.4
Republic of Namibia,Namibia,NAM,use_standars_and_statistic_methods,0.3
Federal Democratic Republic of Nepal,Nepal,NPL,use_standars_and_statistic_methods,0.2
Kingdom of the Netherlands,Netherlands,NLD,use_standars_and_statistic_methods,1.0
New Caledonia,New Caledonia,NCL,use_standars_and_statistic_methods,
New Zealand,New Zealand,NZL,use_standars_and_statistic_methods,1.0
Federal Republic of Nigeria,Nigeria,NGA,use_standars_and_statistic_methods,0.4
Republic of Macedonia,Macedonia,MKD,use_standars_and_statistic_methods,0.65
Sultanate of Oman,Oman,OMN,use_standars_and_statistic_methods,0.4
Republic of Panama,Panama,PAN,use_standars_and_statistic_methods,0.3
Republic of Paraguay,Paraguay,PRY,use_standars_and_statistic_methods,0.55
Republic of Peru,Peru,PER,use_standars_and_statistic_methods,0.4
Republic of the Philippines,Philippines,PHL,use_standars_and_statistic_methods,0.35
Portuguese Republic,Portugal,PRT,use_standars_and_statistic_methods,1.0
State of Qatar,Qatar,QAT,use_standars_and_statistic_methods,0.45
Republic of Korea,South Korea,KOR,use_standars_and_statistic_methods,0.9
Republic of Moldova,Moldova,MDA,use_standars_and_statistic_methods,0.9
Romania,Romania,ROU,use_standars_and_statistic_methods,0.8
Russian Federation,Russia,RUS,use_standars_and_statistic_methods,0.9
Republic of Rwanda,Rwanda,RWA,use_standars_and_statistic_methods,0.45
Saint Lucia,St. Lucia,LCA,use_standars_and_statistic_methods,0.25
Kingdom of Saudi Arabia,Saudi Arabia,SAU,use_standars_and_statistic_methods,0.5
Republic of Senegal,Senegal,SEN,use_standars_and_statistic_methods,0.5
Republic of Serbia,Serbia,SRB,use_standars_and_statistic_methods,0.8
Republic of Seychelles,Seychelles,SYC,use_standars_and_statistic_methods,0.5
Republic of Sierra Leone,Sierra Leone,SLE,use_standars_and_statistic_methods,0.2
Republic of South Africa,South Africa,ZAF,use_standars_and_statistic_methods,0.65
Kingdom of Spain,Spain,ESP,use_standars_and_statistic_methods,1.0
Democratic Socialist Republic of Sri Lanka,Sri Lanka,LKA,use_standars_and_statistic_methods,0.45
State of Palestine,Palestine,PSE,use_standars_and_statistic_methods,0.6
Kingdom of Sweden,Sweden,SWE,use_standars_and_statistic_methods,1.0
Republic of China,Taiwan,TWN,use_standars_and_statistic_methods,
Republic of Tajikistan,Tajikistan,TJK,use_standars_and_statistic_methods,0.5
Kingdom of Thailand,Thailand,THA,use_standars_and_statistic_methods,0.7
Togolese Republic,Togo,TGO,use_standars_and_statistic_methods,0.45
Republic of Trinidad and Tobago,Trinidad and Tobago,TTO,use_standars_and_statistic_methods,0.4
Republic of Tunisia,Tunisia,TUN,use_standars_and_statistic_methods,0.3
Republic of Turkey,Turkey,TUR,use_standars_and_statistic_methods,1.0
Turkmenistan,Turkmenistan,TKM,use_standars_and_statistic_methods,0.15
Republic of Uganda,Uganda,UGA,use_standars_and_statistic_methods,0.65
Ukraine,Ukraine,UKR,use_standars_and_statistic_methods,1.0
United Arab Emirates,United Arab Emirates,ARE,use_standars_and_statistic_methods,0.65
United Kingdom of Great Britain and Northern Ireland,United Kingdom,GBR,use_standars_and_statistic_methods,0.9
United States of America,United States,USA,use_standars_and_statistic_methods,1.0
Oriental Republic of Uruguay,Uruguay,URY,use_standars_and_statistic_methods,0.2
Republic of Uzbekistan,Uzbekistan,UZB,use_standars_and_statistic_methods,0.65
Socialist Republic of Vietnam,Vietnam,VNM,use_standars_and_statistic_methods,0.35
