official_name,short_name,ISO3,indicator_name,score
Mongolia,Mongolia,MNG,business_use_of_digital_tools,0.2185826208
Montenegro,Montenegro,MNE,business_use_of_digital_tools,0.5767225382
Kingdom of Morocco,Morocco,MAR,business_use_of_digital_tools,0.5161602241
Republic of Mozambique,Mozambique,MOZ,business_use_of_digital_tools,0.32724606809999995
Republic of Namibia,Namibia,NAM,business_use_of_digital_tools,0.5568680619999999
Federal Democratic Republic of Nepal,Nepal,NPL,business_use_of_digital_tools,0.3118510439
Kingdom of the Netherlands,Netherlands,NLD,business_use_of_digital_tools,0.9920680040000001
New Caledonia,New Caledonia,NCL,business_use_of_digital_tools,
New Zealand,New Zealand,NZL,business_use_of_digital_tools,0.8123761707
Federal Republic of Nigeria,Nigeria,NGA,business_use_of_digital_tools,0.6837877157
Republic of Macedonia,Macedonia,MKD,business_use_of_digital_tools,0.4312802553
Sultanate of Oman,Oman,OMN,business_use_of_digital_tools,0.6292881804
Republic of Panama,Panama,PAN,business_use_of_digital_tools,0.5583151548
Republic of Paraguay,Paraguay,PRY,business_use_of_digital_tools,0.44925140820000004
Republic of Peru,Peru,PER,business_use_of_digital_tools,0.5039122344
Republic of the Philippines,Philippines,PHL,business_use_of_digital_tools,0.5943628585999999
Portuguese Republic,Portugal,PRT,business_use_of_digital_tools,0.8046464537
State of Qatar,Qatar,QAT,business_use_of_digital_tools,0.7104565968
Republic of Korea,South Korea,KOR,business_use_of_digital_tools,0.9920054573
Republic of Moldova,Moldova,MDA,business_use_of_digital_tools,0.5625409216
Romania,Romania,ROU,business_use_of_digital_tools,0.7956804397
Russian Federation,Russia,RUS,business_use_of_digital_tools,0.7272909953
Republic of Rwanda,Rwanda,RWA,business_use_of_digital_tools,0.5822726997000001
Saint Lucia,St. Lucia,LCA,business_use_of_digital_tools,
Kingdom of Saudi Arabia,Saudi Arabia,SAU,business_use_of_digital_tools,0.8572629317
Republic of Senegal,Senegal,SEN,business_use_of_digital_tools,0.6458172974
Republic of Serbia,Serbia,SRB,business_use_of_digital_tools,0.5268961786999999
Republic of Seychelles,Seychelles,SYC,business_use_of_digital_tools,
Republic of Sierra Leone,Sierra Leone,SLE,business_use_of_digital_tools,
Republic of South Africa,South Africa,ZAF,business_use_of_digital_tools,0.7044965543
Kingdom of Spain,Spain,ESP,business_use_of_digital_tools,0.802056751
Democratic Socialist Republic of Sri Lanka,Sri Lanka,LKA,business_use_of_digital_tools,0.4329863185
State of Palestine,Palestine,PSE,business_use_of_digital_tools,
Kingdom of Sweden,Sweden,SWE,business_use_of_digital_tools,0.9635932511
Republic of China,Taiwan,TWN,business_use_of_digital_tools,
Republic of Tajikistan,Tajikistan,TJK,business_use_of_digital_tools,0.5281444527
Kingdom of Thailand,Thailand,THA,business_use_of_digital_tools,0.7213227019999999
Togolese Republic,Togo,TGO,business_use_of_digital_tools,
Republic of Trinidad and Tobago,Trinidad and Tobago,TTO,business_use_of_digital_tools,0.3483413659
Republic of Tunisia,Tunisia,TUN,business_use_of_digital_tools,0.34508893350000003
Republic of Turkey,Turkey,TUR,business_use_of_digital_tools,0.6497425734
Turkmenistan,Turkmenistan,TKM,business_use_of_digital_tools,
Republic of Uganda,Uganda,UGA,business_use_of_digital_tools,0.4617727407
Ukraine,Ukraine,UKR,business_use_of_digital_tools,0.5767967959
United Arab Emirates,United Arab Emirates,ARE,business_use_of_digital_tools,0.8241147368999999
United Kingdom of Great Britain and Northern Ireland,United Kingdom,GBR,business_use_of_digital_tools,0.8657267084
United States of America,United States,USA,business_use_of_digital_tools,1.0
Oriental Republic of Uruguay,Uruguay,URY,business_use_of_digital_tools,0.7102327592000001
Republic of Uzbekistan,Uzbekistan,UZB,business_use_of_digital_tools,
Socialist Republic of Vietnam,Vietnam,VNM,business_use_of_digital_tools,0.6078317082
