official_name,short_name,ISO3,indicator_name,score
Mongolia,Mongolia,MNG,business_use_of_digital_tools,0.2185826208
Montenegro,Montenegro,MNE,business_use_of_digital_tools,0.5767225382
Kingdom of Morocco,Morocco,MAR,business_use_of_digital_tools,0.5161602241
Republic of Mozambique,Mozambique,MOZ,business_use_of_digital_tools,0.32724606809999995
Republic of Namibia,Namibia,NAM,business_use_of_digital_tools,0.5568680619999999
Federal Democratic Republic of Nepal,Nepal,NPL,business_use_of_digital_tools,0.3118510439
Kingdom of the Netherlands,Netherlands,NLD,business_use_of_digital_tools,0.992068004
New Caledonia,New Caledonia,NCL,business_use_of_digital_tools,
New Zealand,New Zealand,NZL,business_use_of_digital_tools,0.8123761706999999
Federal Republic of Nigeria,Nigeria,NGA,business_use_of_digital_tools,0.6837877157
Republic of Macedonia,Macedonia,MKD,business_use_of_digital_tools,0.4312802553
Sultanate of Oman,Oman,OMN,business_use_of_digital_tools,0.6292881804
Republic of Panama,Panama,PAN,business_use_of_digital_tools,0.5583151547999999
Republic of Paraguay,Paraguay,PRY,business_use_of_digital_tools,0.4492514082
Republic of Peru,Peru,PER,business_use_of_digital_tools,0.5039122344
Republic of the Philippines,Philippines,PHL,business_use_of_digital_tools,0.5943628585999999
Portuguese Republic,Portugal,PRT,business_use_of_digital_tools,0.8046464537000001
State of Qatar,Qatar,QAT,business_use_of_digital_tools,0.7104565968000001
Republic of Korea,South Korea,KOR,business_use_of_digital_tools,0.9920054573
Republic of Moldova,Moldova,MDA,business_use_of_digital_tools,0.5625409215999999
Romania,Romania,ROU,business_use_of_digital_tools,0.7956804397
Russian Federation,Russia,RUS,business_use_of_digital_tools,0.7272909953
Republic of Rwanda,Rwanda,RWA,business_use_of_digital_tools,0.5822726997000001
Saint Lucia,St. Lucia,LCA,business_use_of_digital_tools,
Kingdom of Saudi Arabia,Saudi Arabia,SAU,business_use_of_digital_tools,0.8572629317
Republic of Senegal,Senegal,SEN,business_use_of_digital_tools,0.6458172974
Republic of Serbia,Serbia,SRB,business_use_of_digital_tools,0.5268961786999999
Republic of Seychelles,Seychelles,SYC,business_use_of_digital_tools,
Republic of Sierra Leone,Sierra Leone,SLE,business_use_of_digital_tools,
Republic of South Africa,South Africa,ZAF,business_use_of_digital_tools,0.7044965543
Kingdom of Spain,Spain,ESP,business_use_of_digital_tools,0.802056751
Democratic Socialist Republic of Sri Lanka,Sri Lanka,LKA,business_use_of_digital_tools,0.4329863185
State of Palestine,Palestine,PSE,business_use_of_digital_tools,
Kingdom of Sweden,Sweden,SWE,business_use_of_digital_tools,0.9635932511
Republic of China,Taiwan,TWN,business_use_of_digital_tools,
Republic of Tajikistan,Tajikistan,TJK,business_use_of_digital_tools,0.5281444527
Kingdom of Thailand,Thailand,THA,business_use_of_digital_tools,0.7213227019999999
Togolese Republic,Togo,TGO,business_use_of_digital_tools,
Republic of Trinidad and Tobago,Trinidad and Tobago,TTO,business_use_of_digital_tools,0.34834136590000003
Republic of Tunisia,Tunisia,TUN,business_use_of_digital_tools,0.34508893350000003
Republic of Turkey,Turkey,TUR,business_use_of_digital_tools,0.6497425734000001
Turkmenistan,Turkmenistan,TKM,business_use_of_digital_tools,
Republic of Uganda,Uganda,UGA,business_use_of_digital_tools,0.4617727407
Ukraine,Ukraine,UKR,business_use_of_digital_tools,0.5767967959
United Arab Emirates,United Arab Emirates,ARE,business_use_of_digital_tools,0.8241147368999999
United Kingdom of Great Britain and Northern Ireland,United Kingdom,GBR,business_use_of_digital_tools,0.8657267084
United States of America,United States,USA,business_use_of_digital_tools,1.0
Oriental Republic of Uruguay,Uruguay,URY,business_use_of_digital_tools,0.7102327592000001
Republic of Uzbekistan,Uzbekistan,UZB,business_use_of_digital_tools,
Socialist Republic of Vietnam,Vietnam,VNM,business_use_of_digital_tools,0.6078317082
Republic of Albania,Albania,ALB,data_institutions,0.75
Republic of Angola,Angola,AGO,data_institutions,0.5
Argentine Republic,Argentina,ARG,data_institutions,1.0
Republic of Armenia,Armenia,ARM,data_institutions,0.5
Commonwealth of Australia,Australia,AUS,data_institutions,1.0
Republic of Azerbaijan,Azerbaijan,AZE,data_institutions,0.5
Commonwealth of the Bahamas,Bahamas,BHS,data_institutions,0.5
Kingdom of Bahrain,Bahrain,BHR,data_institutions,0.5
People's Republic of Bangladesh,Bangladesh,BGD,data_institutions,0.5
Republic of Belarus,Belarus,BLR,data_institutions,0.5
Belize,Belize,BLZ,data_institutions,0.0
Republic of Benin,Benin,BEN,data_institutions,0.5
Plurinational State of Bolivia,Bolivia,BOL,data_institutions,0.0
Bosnia and Herzegovina,Bosnia and Herzegovina,BIH,data_institutions,0.5
Republic of Botswana,Botswana,BWA,data_institutions,0.25
Federative Republic of Brazil,Brazil,BRA,data_institutions,1.0
Republic of Bulgaria,Bulgaria,BGR,data_institutions,0.5
Burkina Faso,Burkina Faso,BFA,data_institutions,0.5
Kingdom of Cambodia,Cambodia,KHM,data_institutions,0.0
Republic of Cameroon,Cameroon,CMR,data_institutions,0.0
Canada,Canada,CAN,data_institutions,1.0
Republic of Chile,Chile,CHL,data_institutions,0.75
People's Republic of China,China,CHN,data_institutions,1.0
Hong Kong SAR,Hong Kong,HKG,data_institutions,1.0
Republic of Colombia,Colombia,COL,data_institutions,0.75
Republic of Costa Rica,Costa Rica,CRI,data_institutions,0.5
Republic of Croatia,Croatia,HRV,data_institutions,1.0
Czech Republic,Czech Republic,CZE,data_institutions,1.0
Republic of Côte d'Ivoire,Cote d'Ivoire,CIV,data_institutions,0.5
Democratic Republic of the Congo,DR Congo,COD,data_institutions,0.0
Kingdom of Denmark,Denmark,DNK,data_institutions,1.0
Dominican Republic,Dominican Republic,DOM,data_institutions,0.0
Republic of Ecuador,Ecuador,ECU,data_institutions,0.0
Arab Republic of Egypt,Egypt,EGY,data_institutions,0.5
Republic of El Salvador,El Salvador,SLV,data_institutions,0.0
Republic of Estonia,Estonia,EST,data_institutions,1.0
Federal Democratic Republic of Ethiopia,Ethiopia,ETH,data_institutions,0.0
Republic of Finland,Finland,FIN,data_institutions,1.0
French Republic,France,FRA,data_institutions,1.0
Republic of the Gambia,Gambia,GMB,data_institutions,0.0
Georgia,Georgia,GEO,data_institutions,0.5
Federal Republic of Germany,Germany,DEU,data_institutions,1.0
Republic of Ghana,Ghana,GHA,data_institutions,0.75
Hellenic Republic,Greece,GRC,data_institutions,1.0
Republic of Guatemala,Guatemala,GTM,data_institutions,0.0
Co-operative Republic of Guyana,Guyana,GUY,data_institutions,0.0
Republic of Haiti,Haiti,HTI,data_institutions,0.0
Republic of Honduras,Honduras,HND,data_institutions,0.5
Republic of India,India,IND,data_institutions,0.5
Republic of Indonesia,Indonesia,IDN,data_institutions,0.5
Ireland,Ireland,IRL,data_institutions,1.0
State of Israel,Israel,ISR,data_institutions,1.0
Italian Republic,Italy,ITA,data_institutions,1.0
Jamaica,Jamaica,JAM,data_institutions,0.0
Hashemite Kingdom of Jordan,Jordan,JOR,data_institutions,0.5
Republic of Kazakhstan,Kazakhstan,KAZ,data_institutions,0.0
Republic of Kenya,Kenya,KEN,data_institutions,0.0
Republic of Kosovo,Kosovo,XKX,data_institutions,0.5
Kyrgyz Republic,Kyrgyz Republic,KGZ,data_institutions,0.0
Republic of Latvia,Latvia,LVA,data_institutions,0.5
Republic of Liberia,Liberia,LBR,data_institutions,0.0
Republic of Lithuania,Lithuania,LTU,data_institutions,0.5
Republic of Malawi,Malawi,MWI,data_institutions,0.0
Malaysia,Malaysia,MYS,data_institutions,1.0
Republic of Malta,Malta,MLT,data_institutions,1.0
United Mexican States,Mexico,MEX,data_institutions,1.0
Mongolia,Mongolia,MNG,data_institutions,0.0
Montenegro,Montenegro,MNE,data_institutions,0.5
Kingdom of Morocco,Morocco,MAR,data_institutions,0.5
Republic of Mozambique,Mozambique,MOZ,data_institutions,0.0
Republic of Namibia,Namibia,NAM,data_institutions,0.0
Federal Democratic Republic of Nepal,Nepal,NPL,data_institutions,0.5
Kingdom of the Netherlands,Netherlands,NLD,data_institutions,1.0
New Caledonia,New Caledonia,NCL,data_institutions,
New Zealand,New Zealand,NZL,data_institutions,1.0
Federal Republic of Nigeria,Nigeria,NGA,data_institutions,0.5
Republic of Macedonia,Macedonia,MKD,data_institutions,0.75
Sultanate of Oman,Oman,OMN,data_institutions,0.5
Republic of Panama,Panama,PAN,data_institutions,0.5
Republic of Paraguay,Paraguay,PRY,data_institutions,0.5
Republic of Peru,Peru,PER,data_institutions,1.0
Republic of the Philippines,Philippines,PHL,data_institutions,0.5
Portuguese Republic,Portugal,PRT,data_institutions,0.5
State of Qatar,Qatar,QAT,data_institutions,1.0
Republic of Korea,South Korea,KOR,data_institutions,1.0
Republic of Moldova,Moldova,MDA,data_institutions,1.0
Romania,Romania,ROU,data_institutions,0.5
Russian Federation,Russia,RUS,data_institutions,0.75
Republic of Rwanda,Rwanda,RWA,data_institutions,0.5
Saint Lucia,St. Lucia,LCA,data_institutions,0.0
Kingdom of Saudi Arabia,Saudi Arabia,SAU,data_institutions,0.0
Republic of Senegal,Senegal,SEN,data_institutions,0.5
Republic of Serbia,Serbia,SRB,data_institutions,0.5
Republic of Seychelles,Seychelles,SYC,data_institutions,0.25
Republic of Sierra Leone,Sierra Leone,SLE,data_institutions,0.0
Republic of South Africa,South Africa,ZAF,data_institutions,0.75
Kingdom of Spain,Spain,ESP,data_institutions,1.0
Democratic Socialist Republic of Sri Lanka,Sri Lanka,LKA,data_institutions,0.25
State of Palestine,Palestine,PSE,data_institutions,0.0
Kingdom of Sweden,Sweden,SWE,data_institutions,1.0
Republic of China,Taiwan,TWN,data_institutions,0.0
Republic of Tajikistan,Tajikistan,TJK,data_institutions,0.5
Kingdom of Thailand,Thailand,THA,data_institutions,1.0
Togolese Republic,Togo,TGO,data_institutions,0.0
Republic of Trinidad and Tobago,Trinidad and Tobago,TTO,data_institutions,0.5
Republic of Tunisia,Tunisia,TUN,data_institutions,0.5
Republic of Turkey,Turkey,TUR,data_institutions,1.0
Turkmenistan,Turkmenistan,TKM,data_institutions,0.0
Republic of Uganda,Uganda,UGA,data_institutions,0.5
Ukraine,Ukraine,UKR,data_institutions,0.5
United Arab Emirates,United Arab Emirates,ARE,data_institutions,0.5
United Kingdom of Great Britain and Northern Ireland,United Kingdom,GBR,data_institutions,1.0
United States of America,United States,USA,data_institutions,0.5
Oriental Republic of Uruguay,Uruguay,URY,data_institutions,1.0
Republic of Uzbekistan,Uzbekistan,UZB,data_institutions,0.25
Socialist Republic of Vietnam,Vietnam,VNM,data_institutions,1.0
Republic of Albania,Albania,ALB,data_use_by_international_organizations,1.0
Republic of Angola,Angola,AGO,data_use_by_international_organizations,0.8
Argentine Republic,Argentina,ARG,data_use_by_international_organizations,0.7
Republic of Armenia,Armenia,ARM,data_use_by_international_organizations,1.0
Commonwealth of Australia,Australia,AUS,data_use_by_international_organizations,1.0
Republic of Azerbaijan,Azerbaijan,AZE,data_use_by_international_organizations,0.8
Commonwealth of the Bahamas,Bahamas,BHS,data_use_by_international_organizations,1.0
Kingdom of Bahrain,Bahrain,BHR,data_use_by_international_organizations,0.9
People's Republic of Bangladesh,Bangladesh,BGD,data_use_by_international_organizations,0.9
Republic of Belarus,Belarus,BLR,data_use_by_international_organizations,1.0
Belize,Belize,BLZ,data_use_by_international_organizations,0.8
Republic of Benin,Benin,BEN,data_use_by_international_organizations,0.7
Plurinational State of Bolivia,Bolivia,BOL,data_use_by_international_organizations,1.0
Bosnia and Herzegovina,Bosnia and Herzegovina,BIH,data_use_by_international_organizations,0.8
Republic of Botswana,Botswana,BWA,data_use_by_international_organizations,0.6
Federative Republic of Brazil,Brazil,BRA,data_use_by_international_organizations,0.9
Republic of Bulgaria,Bulgaria,BGR,data_use_by_international_organizations,1.0
Burkina Faso,Burkina Faso,BFA,data_use_by_international_organizations,0.8
Kingdom of Cambodia,Cambodia,KHM,data_use_by_international_organizations,0.7
Republic of Cameroon,Cameroon,CMR,data_use_by_international_organizations,0.8
Canada,Canada,CAN,data_use_by_international_organizations,1.0
Republic of Chile,Chile,CHL,data_use_by_international_organizations,1.0
People's Republic of China,China,CHN,data_use_by_international_organizations,0.8340000000000001
Hong Kong SAR,Hong Kong,HKG,data_use_by_international_organizations,0.8
Republic of Colombia,Colombia,COL,data_use_by_international_organizations,1.0
Republic of Costa Rica,Costa Rica,CRI,data_use_by_international_organizations,1.0
Republic of Croatia,Croatia,HRV,data_use_by_international_organizations,0.8
Czech Republic,Czech Republic,CZE,data_use_by_international_organizations,0.9
Republic of Côte d'Ivoire,Cote d'Ivoire,CIV,data_use_by_international_organizations,0.9
Democratic Republic of the Congo,DR Congo,COD,data_use_by_international_organizations,0.6
Kingdom of Denmark,Denmark,DNK,data_use_by_international_organizations,0.9
Dominican Republic,Dominican Republic,DOM,data_use_by_international_organizations,1.0
Republic of Ecuador,Ecuador,ECU,data_use_by_international_organizations,1.0
Arab Republic of Egypt,Egypt,EGY,data_use_by_international_organizations,1.0
Republic of El Salvador,El Salvador,SLV,data_use_by_international_organizations,0.9
Republic of Estonia,Estonia,EST,data_use_by_international_organizations,1.0
Federal Democratic Republic of Ethiopia,Ethiopia,ETH,data_use_by_international_organizations,0.9
Republic of Finland,Finland,FIN,data_use_by_international_organizations,1.0
French Republic,France,FRA,data_use_by_international_organizations,1.0
Republic of the Gambia,Gambia,GMB,data_use_by_international_organizations,0.6
Georgia,Georgia,GEO,data_use_by_international_organizations,1.0
Federal Republic of Germany,Germany,DEU,data_use_by_international_organizations,1.0
Republic of Ghana,Ghana,GHA,data_use_by_international_organizations,1.0
Hellenic Republic,Greece,GRC,data_use_by_international_organizations,1.0
Republic of Guatemala,Guatemala,GTM,data_use_by_international_organizations,0.8
Co-operative Republic of Guyana,Guyana,GUY,data_use_by_international_organizations,0.6
Republic of Haiti,Haiti,HTI,data_use_by_international_organizations,0.8
Republic of Honduras,Honduras,HND,data_use_by_international_organizations,0.9
Republic of India,India,IND,data_use_by_international_organizations,0.8
Republic of Indonesia,Indonesia,IDN,data_use_by_international_organizations,1.0
Ireland,Ireland,IRL,data_use_by_international_organizations,1.0
State of Israel,Israel,ISR,data_use_by_international_organizations,1.0
Italian Republic,Italy,ITA,data_use_by_international_organizations,1.0
Jamaica,Jamaica,JAM,data_use_by_international_organizations,0.6
Hashemite Kingdom of Jordan,Jordan,JOR,data_use_by_international_organizations,0.8
Republic of Kazakhstan,Kazakhstan,KAZ,data_use_by_international_organizations,1.0
Republic of Kenya,Kenya,KEN,data_use_by_international_organizations,0.7
Republic of Kosovo,Kosovo,XKX,data_use_by_international_organizations,0.4
Kyrgyz Republic,Kyrgyz Republic,KGZ,data_use_by_international_organizations,1.0
Republic of Latvia,Latvia,LVA,data_use_by_international_organizations,1.0
Republic of Liberia,Liberia,LBR,data_use_by_international_organizations,0.9
Republic of Lithuania,Lithuania,LTU,data_use_by_international_organizations,1.0
Republic of Malawi,Malawi,MWI,data_use_by_international_organizations,0.9
Malaysia,Malaysia,MYS,data_use_by_international_organizations,0.8
Republic of Malta,Malta,MLT,data_use_by_international_organizations,1.0
United Mexican States,Mexico,MEX,data_use_by_international_organizations,1.0
Mongolia,Mongolia,MNG,data_use_by_international_organizations,1.0
Montenegro,Montenegro,MNE,data_use_by_international_organizations,0.9
Kingdom of Morocco,Morocco,MAR,data_use_by_international_organizations,0.6
Republic of Mozambique,Mozambique,MOZ,data_use_by_international_organizations,0.8
Republic of Namibia,Namibia,NAM,data_use_by_international_organizations,0.7
Federal Democratic Republic of Nepal,Nepal,NPL,data_use_by_international_organizations,0.8
Kingdom of the Netherlands,Netherlands,NLD,data_use_by_international_organizations,1.0
New Caledonia,New Caledonia,NCL,data_use_by_international_organizations,0.7
New Zealand,New Zealand,NZL,data_use_by_international_organizations,1.0
Federal Republic of Nigeria,Nigeria,NGA,data_use_by_international_organizations,0.8
Republic of Macedonia,Macedonia,MKD,data_use_by_international_organizations,1.0
Sultanate of Oman,Oman,OMN,data_use_by_international_organizations,1.0
Republic of Panama,Panama,PAN,data_use_by_international_organizations,0.8
Republic of Paraguay,Paraguay,PRY,data_use_by_international_organizations,0.7
Republic of Peru,Peru,PER,data_use_by_international_organizations,0.9
Republic of the Philippines,Philippines,PHL,data_use_by_international_organizations,1.0
Portuguese Republic,Portugal,PRT,data_use_by_international_organizations,1.0
State of Qatar,Qatar,QAT,data_use_by_international_organizations,1.0
Republic of Korea,South Korea,KOR,data_use_by_international_organizations,1.0
Republic of Moldova,Moldova,MDA,data_use_by_international_organizations,1.0
Romania,Romania,ROU,data_use_by_international_organizations,0.9
Russian Federation,Russia,RUS,data_use_by_international_organizations,0.934
Republic of Rwanda,Rwanda,RWA,data_use_by_international_organizations,1.0
Saint Lucia,St. Lucia,LCA,data_use_by_international_organizations,0.8
Kingdom of Saudi Arabia,Saudi Arabia,SAU,data_use_by_international_organizations,0.8
Republic of Senegal,Senegal,SEN,data_use_by_international_organizations,0.8
Republic of Serbia,Serbia,SRB,data_use_by_international_organizations,1.0
Republic of Seychelles,Seychelles,SYC,data_use_by_international_organizations,0.4
Republic of Sierra Leone,Sierra Leone,SLE,data_use_by_international_organizations,0.9
Republic of South Africa,South Africa,ZAF,data_use_by_international_organizations,0.7659999999999999
Kingdom of Spain,Spain,ESP,data_use_by_international_organizations,1.0
Democratic Socialist Republic of Sri Lanka,Sri Lanka,LKA,data_use_by_international_organizations,1.0
State of Palestine,Palestine,PSE,data_use_by_international_organizations,0.8
Kingdom of Sweden,Sweden,SWE,data_use_by_international_organizations,1.0
Republic of China,Taiwan,TWN,data_use_by_international_organizations,0.6
Republic of Tajikistan,Tajikistan,TJK,data_use_by_international_organizations,0.9
Kingdom of Thailand,Thailand,THA,data_use_by_international_organizations,1.0
Togolese Republic,Togo,TGO,data_use_by_international_organizations,0.9
Republic of Trinidad and Tobago,Trinidad and Tobago,TTO,data_use_by_international_organizations,0.6
Republic of Tunisia,Tunisia,TUN,data_use_by_international_organizations,0.9
Republic of Turkey,Turkey,TUR,data_use_by_international_organizations,1.0
Turkmenistan,Turkmenistan,TKM,data_use_by_international_organizations,0.466
Republic of Uganda,Uganda,UGA,data_use_by_international_organizations,1.0
Ukraine,Ukraine,UKR,data_use_by_international_organizations,1.0
United Arab Emirates,United Arab Emirates,ARE,data_use_by_international_organizations,1.0
United Kingdom of Great Britain and Northern Ireland,United Kingdom,GBR,data_use_by_international_organizations,1.0
United States of America,United States,USA,data_use_by_international_organizations,1.0
Oriental Republic of Uruguay,Uruguay,URY,data_use_by_international_organizations,1.0
Republic of Uzbekistan,Uzbekistan,UZB,data_use_by_international_organizations,0.7
Socialist Republic of Vietnam,Vietnam,VNM,data_use_by_international_organizations,1.0
Republic of Albania,Albania,ALB,digital_goverment,0.7333333333333333
Republic of Angola,Angola,AGO,digital_goverment,0.2333333333333333
Argentine Republic,Argentina,ARG,digital_goverment,0.9333333333333332
Republic of Armenia,Armenia,ARM,digital_goverment,0.36666666666666653
Commonwealth of Australia,Australia,AUS,digital_goverment,0.9333333333333332
Republic of Azerbaijan,Azerbaijan,AZE,digital_goverment,0.6
Commonwealth of the Bahamas,Bahamas,BHS,digital_goverment,0.16666666666666666
Kingdom of Bahrain,Bahrain,BHR,digital_goverment,0.5333333333333333
People's Republic of Bangladesh,Bangladesh,BGD,digital_goverment,0.7333333333333333
Republic of Belarus,Belarus,BLR,digital_goverment,0.6
Belize,Belize,BLZ,digital_goverment,0.2
Republic of Benin,Benin,BEN,digital_goverment,0.4
Plurinational State of Bolivia,Bolivia,BOL,digital_goverment,0.4333333333333333
Bosnia and Herzegovina,Bosnia and Herzegovina,BIH,digital_goverment,0.13333333333333333
Republic of Botswana,Botswana,BWA,digital_goverment,0.2
Federative Republic of Brazil,Brazil,BRA,digital_goverment,1.0
Republic of Bulgaria,Bulgaria,BGR,digital_goverment,0.5
Burkina Faso,Burkina Faso,BFA,digital_goverment,0.4
Kingdom of Cambodia,Cambodia,KHM,digital_goverment,0.6
Republic of Cameroon,Cameroon,CMR,digital_goverment,0.2
Canada,Canada,CAN,digital_goverment,0.9333333333333332
Republic of Chile,Chile,CHL,digital_goverment,0.8333333333333333
People's Republic of China,China,CHN,digital_goverment,0.8666666666666668
Hong Kong SAR,Hong Kong,HKG,digital_goverment,0.7666666666666666
Republic of Colombia,Colombia,COL,digital_goverment,0.8333333333333333
Republic of Costa Rica,Costa Rica,CRI,digital_goverment,0.3
Republic of Croatia,Croatia,HRV,digital_goverment,0.7333333333333333
Czech Republic,Czech Republic,CZE,digital_goverment,0.9333333333333332
Republic of Côte d'Ivoire,Cote d'Ivoire,CIV,digital_goverment,0.06666666666666668
Democratic Republic of the Congo,DR Congo,COD,digital_goverment,0.2
Kingdom of Denmark,Denmark,DNK,digital_goverment,0.9333333333333332
Dominican Republic,Dominican Republic,DOM,digital_goverment,0.6
Republic of Ecuador,Ecuador,ECU,digital_goverment,0.6333333333333333
Arab Republic of Egypt,Egypt,EGY,digital_goverment,0.7666666666666666
Republic of El Salvador,El Salvador,SLV,digital_goverment,0.6
Republic of Estonia,Estonia,EST,digital_goverment,0.9333333333333332
Federal Democratic Republic of Ethiopia,Ethiopia,ETH,digital_goverment,0.13333333333333333
Republic of Finland,Finland,FIN,digital_goverment,1.0
French Republic,France,FRA,digital_goverment,1.0
Republic of the Gambia,Gambia,GMB,digital_goverment,0.2
Georgia,Georgia,GEO,digital_goverment,0.4333333333333333
Federal Republic of Germany,Germany,DEU,digital_goverment,0.9333333333333332
Republic of Ghana,Ghana,GHA,digital_goverment,0.4666666666666666
Hellenic Republic,Greece,GRC,digital_goverment,0.5666666666666667
Republic of Guatemala,Guatemala,GTM,digital_goverment,0.13333333333333333
Co-operative Republic of Guyana,Guyana,GUY,digital_goverment,0.2
Republic of Haiti,Haiti,HTI,digital_goverment,0.2
Republic of Honduras,Honduras,HND,digital_goverment,0.3333333333333333
Republic of India,India,IND,digital_goverment,0.8333333333333333
Republic of Indonesia,Indonesia,IDN,digital_goverment,0.4
Ireland,Ireland,IRL,digital_goverment,0.6666666666666667
State of Israel,Israel,ISR,digital_goverment,0.7666666666666667
Italian Republic,Italy,ITA,digital_goverment,0.8333333333333333
Jamaica,Jamaica,JAM,digital_goverment,0.4333333333333333
Hashemite Kingdom of Jordan,Jordan,JOR,digital_goverment,0.26666666666666666
Republic of Kazakhstan,Kazakhstan,KAZ,digital_goverment,0.6666666666666667
Republic of Kenya,Kenya,KEN,digital_goverment,0.5333333333333333
Republic of Kosovo,Kosovo,XKX,digital_goverment,0.3333333333333333
Kyrgyz Republic,Kyrgyz Republic,KGZ,digital_goverment,0.5666666666666667
Republic of Latvia,Latvia,LVA,digital_goverment,0.6666666666666666
Republic of Liberia,Liberia,LBR,digital_goverment,0.0
